peak_time,peak_close,B_time,B_close,decay_drop_pct,E_time,box_len_bars,box_hi,box_lo,box_width_pct,touches_hi,touches_lo,prior_r2_20,outcome,cbc_mfe_pct,cbc_mae_pct
2024-06-05 06:00:00+00:00,71236.89465487022,2024-06-14 16:00:00+00:00,65402.6931845793,0.08189859339821823,2024-08-13 14:00:00+00:00,719,69992.7685617547,49514.97133525724,0.3427024432751315,50,49,0.7822098358319012,timeout,,
2024-08-23 20:00:00+00:00,64355.82547166661,2024-09-01 22:00:00+00:00,57289.4762011849,0.10980123739680336,2024-10-31 20:00:00+00:00,719,73600.31234203663,52640.17645526041,0.33206677329064666,89,17,0.4345056806404532,timeout,,
