peak_time,peak_close,B_time,B_close,decay_drop_pct,E_time,box_len_bars,box_hi,box_lo,box_width_pct,touches_hi,touches_lo,prior_r2_20,prior_up,outcome,cbc_mfe_pct,cbc_mae_pct,crf_n,crf_n_long,crf_n_short,crf_wins,crf_ret_sum,crf_long_ret,crf_short_ret,crf_avg_hold_bars
2024-06-05 06:00:00+00:00,71236.89465487022,2024-06-14 16:00:00+00:00,65402.6931845793,0.08189859339821823,2024-06-24 14:00:00+00:00,119,67247.62409945048,60699.727802852794,0.10235297877204146,17,28,0.7822098358319012,1,break_down,0.039497100611221025,0.07938106850503895,2,1,1,1,0.061090068636824923,-0.008079130745001483,0.0691691993818264,59.0
2024-07-27 06:00:00+00:00,68017.23001504535,2024-08-05 10:00:00+00:00,51368.828658346574,0.24476741191924703,2024-08-15 08:00:00+00:00,119,62545.13136014962,49679.713953717684,0.2292793074554979,26,1,0.7838899666630095,1,break_up,0.022016305128827844,0.10125478107608346,2,1,1,2,0.2335698195765782,0.18000196485570155,0.05356785472087666,59.0
2024-08-23 20:00:00+00:00,64355.82547166661,2024-09-01 22:00:00+00:00,57289.4762011849,0.10980123739680336,2024-09-11 20:00:00+00:00,119,59736.85690408093,52640.17645526041,0.12630125990473323,10,13,0.4345056806404532,1,break_up,0.06987997381191254,0.04887298717860158,2,1,1,2,0.1517283082507007,0.06706021664272326,0.08466809160797743,55.0
2024-09-27 06:00:00+00:00,65447.32301602808,2024-10-02 18:00:00+00:00,60162.94041428459,0.08074253244016327,2024-10-12 16:00:00+00:00,119,64407.37743553173,58953.27037555255,0.08842539589013267,24,7,0.9129905454293319,1,break_up,0.05524388064478864,0.014614789547883094,2,1,1,2,0.11949361333682501,0.056502789066906665,0.06299082426991834,33.5
